0.010000, -0.478779, 0.410924, 0.149986, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.249103, -0.713684, 0.654677, -0.165664, 0.697424, 0.697249, -0.954203, 0.065230, -0.291962, 0.002249, 0.043211, 0.005428, -0.000269, -0.000262, 0.001174 
0.020000, -0.478779, 0.410924, 0.149986, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.249103, -0.713684, 0.654677, -0.165664, 0.697424, 0.697249, -0.954203, 0.065230, -0.291962, 0.002249, 0.043211, 0.005428, -0.000269, -0.000262, 0.001174 
0.030000, -0.478779, 0.410924, 0.149986, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.249103, -0.713684, 0.654677, -0.165664, 0.697424, 0.697249, -0.954203, 0.065230, -0.291962, 0.002249, 0.043211, 0.005428, -0.000269, -0.000262, 0.001174 
0.040000, -0.478779, 0.410924, 0.149986, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.249103, -0.713684, 0.654677, -0.165664, 0.697424, 0.697249, -0.954203, 0.065230, -0.291962, 0.002249, 0.043211, 0.005428, -0.000269, -0.000262, 0.001174 
0.050000, -0.478779, 0.410924, 0.149986, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.249103, -0.713684, 0.654677, -0.165664, 0.697424, 0.697249, -0.954203, 0.065230, -0.291962, 0.002249, 0.043211, 0.005428, -0.000269, -0.000262, 0.001174 
0.060000, -0.478779, 0.410924, 0.149986, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.249103, -0.713684, 0.654677, -0.165664, 0.697424, 0.697249, -0.954203, 0.065230, -0.291962, 0.002249, 0.043211, 0.005428, -0.000269, -0.000262, 0.001174 
0.070000, -0.478779, 0.410924, 0.149986, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.249103, -0.713684, 0.654677, -0.165664, 0.697424, 0.697249, -0.954203, 0.065230, -0.291962, -0.037912, 0.033836, 0.012229, -0.000601, -0.000219, 0.000634 
0.080000, -0.478779, 0.410924, 0.149986, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.249103, -0.713684, 0.654677, -0.165664, 0.697424, 0.697249, -0.954203, 0.065230, -0.291962, -0.037912, 0.033836, 0.012229, -0.000601, -0.000219, 0.000634 
0.090000, -0.478779, 0.410924, 0.149986, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.249103, -0.713684, 0.654677, -0.165664, 0.697424, 0.697249, -0.954203, 0.065230, -0.291962, -0.037912, 0.033836, 0.012229, -0.000601, -0.000219, 0.000634 
0.100000, -0.478779, 0.410924, 0.149986, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.249103, -0.713684, 0.654677, -0.165664, 0.697424, 0.697249, -0.954203, 0.065230, -0.291962, -0.037912, 0.033836, 0.012229, -0.000601, -0.000219, 0.000634 
